system_id,artUrl,artCatagory,artTitle,artDate,artContent,dataSource
38,https://www.chinatimes.com/realtimenews/20230401001801-260407,政治,藍委挺侯聯盟成形 謝衣鳯：相信黨中央會看到共識,2023-04-01 12:32:00,國民黨將透過徵召來決定2024總統大選人選，立法院國民黨團具名表態力挺新北市長侯友宜，立委謝衣鳯今直言，黨團共識已經越來越強烈，相信黨中央會看到，並在適當時機推出總統候選人。謝衣鳯日前便喊話黨中央提名「最強母雞」侯友宜，國民黨團也展開挺侯行動，首波名單包括總召曾銘宗、林為洲、陳雪生、鄭麗文、李德維、呂玉玲、賴士葆、吳怡玎與費鴻泰等9人，共同向黨中央喊話，應盡速徵召侯參選2024總統大選。,chinatimes
39,https://www.chinatimes.com/realtimenews/20230401001838-260407,政治,台瓜簽署基本合作協定 蔡英文：盼共創雙贏,2023-04-01 12:49:00,蔡英文總統當地時間31日晚間赴瓜地馬拉文化宮，與瓜國總統賈麥岱進行會談，並見證兩國簽署「台瓜基本合作協定」，蔡英文表示，該協定為雙方技術合作交流，開創更多元、嶄新的面貌。期盼台瓜在堅實的合作基礎上，持續攜手努力，創造雙贏發展。蔡英文搭乘的專機在今天下午2點抵達瓜京空軍基地，在與僑界及技術團成員茶敘後，前往文化宮接受賈麥岱總統的軍禮歡迎。今天正逢瓜國「聖周」的「沈痛周五」，瓜方表示，當日依慣例，瓜國學生會赴文化宮廣場蒙面聚眾示威，因此建議我訪團座車改道自文化宮北門進入，周邊也布滿武裝軍警。原訂傍晚5點50分舉行的軍禮，顧及到該時段可能塞車，延到6點20分才舉行。蔡英文與賈麥岱在隆重的軍禮後，進行兩國元首閉門會談，並見證兩國外長簽署「台瓜基本合作協定」，賈麥岱並贈勳蔡英文「金質五火山大十字勳章」，兩人隨後發表公開談話。蔡英文首先對墨西哥移民拘留中心大火釀成慘重傷亡表達哀悼表示，在她來到瓜地馬拉之前，得知墨西哥移民中心火災意外事件，感到十分沉重不捨。「在這裡，我要向受難者和家屬，表達最深的哀悼」。她說，今天再次訪問瓜地馬拉，她也要代表中華民國政府和人民，向賈麥岱所有的瓜地馬拉好朋友，致上誠摯的問候。上一次，她來瓜地馬拉訪問，是2017年。今天，當飛機緩緩降落時，看到記憶中壯麗的火山和湖泊，美景依舊，讓人很懷念。蔡英文指出，過去幾年來，台灣和瓜地馬拉，也都有許多的進步和改變。我們看到，瓜地馬拉在賈麥岱總統的領導下，越來越繁榮發展。當全球經濟受到疫情衝擊，她說，2021年，瓜地馬拉的經濟成長了百分之7.5％；上個月，「惠譽國際」更將瓜地馬拉，評為中美洲經濟復甦最快的國家，令人欽佩。蔡英文強調，瓜地馬拉是台灣堅實的友邦，這幾年來，我們兩國在醫衛、經貿、以及基礎建設等領域，持續深化合作。她和賈麥岱也共同見證，兩國簽署「台瓜基本合作協定」，為雙方技術合作交流，開創更多元、嶄新的面貌。不僅如此，她說，在疫情期間，我們兩國相互合作，僅用短短18個月的時間，完成設計、興建齊瑪德南戈公立醫院，並且落成啟用。在過程中，也為瓜地馬拉帶來經濟成長和就業機會。蔡英文指出，台灣和瓜地馬拉是共享自由、人權等價值的民主夥伴。我們看到，賈麥岱總統多次公開向國際社會，表達支持烏克蘭，甚至親赴烏克蘭前線，以具體行動展現追求國際和平的理念。她表示，去年，當中國對台灣進行軍演，瓜地馬拉在第一時間挺身而出，為台灣仗義執言。在各個國際場合，賈麥岱總統也透過致函、發言等多種方式，支持台灣的國際參與。過去，賈麥岱曾用一段話，形容台灣和瓜地馬拉的關係表示，「所謂友誼，就是不離不棄，同甘共苦」。蔡英文說，對於這段話，她深有同感。能在困難中互相伸出援手，就是真正的朋友。「賈麥岱總統對台灣的情誼，令我們非常感動，也非常感謝瓜地馬拉對台灣的支持」。,chinatimes
40,https://www.chinatimes.com/realtimenews/20230401001863-260407,政治,台灣詐騙猖獗　藍委轟：「打詐國家隊」成效在哪？,2023-04-01 12:46:00,去年我國國人被詐騙金額數量龐大，其中不少是詐騙集團假冒名人，投放廣告進行投資詐欺，國民黨立委李貴敏痛批，政府花大錢成立「打詐國家隊」的成效到哪去了？雖行政院長陳建仁稱，當事人可透過撥打反詐騙專線通報，再由中央和社群平台聯繫下架，但政府該拿出誠意和辦法，要有明確SOP告訴民眾該如何應對冒名詐騙。李貴敏說，真無法想像台灣面臨詐騙問題如此嚴重，光是去年國人因詐騙被害金額就超過新台幣60億，尤其投資詐騙暴增超過6600件，這還是未計算黑數的結果。甚至據聞，台灣已成為電信詐騙技術輸出國，國外黑幫專程引進相關產業人才到台灣來學習，「詐騙天堂」、「貪婪之島」惡名不脛而走，難道這就是「讓世界看見台灣」？政府花大錢成立「打詐國家隊」的成效到哪去了？李貴敏指出，最近隨著網路影音平台或社交軟體普及化，過往就出現的投資詐騙、非法股友社改變做法，現透過假冒名人名號在社群平台投放釣魚廣告，或進行投資詐欺，受害者不計其數，遭冒名的名人也不堪其擾。李貴敏表示，假冒名人的詐騙案早已相當猖獗，包括知名主持人如夏韻芬、陳文茜、白冰冰、吳淡如、周玉琴、沈春華等人都因此受害，也沒看到政府有效遏止，依舊束手無策。反倒是金管會主委肖像遭冒用後，廣告就迅速遭平台撤下。她直言，這些名人遭到詐騙集團冒名、盜用頭像，不肖份子利用社群平台詐騙民眾加入所謂股友社、投資社團等，問題一直存在，只是名人已澄清、記者會也開、也否認了，詐騙廣告卻依舊在網路上流傳，民眾還是會被騙，「名人明明是肖像被盜用，卻成為被調查對象，甚至變成犯罪的嫌疑犯，的確非常無辜」。李貴敏說，無論受害的名人或民眾，要的其實是政府要有明確的SOP，告訴大家如遇冒名詐騙，該做什麼動作來應對，不是等各單位推託或踢皮球。李貴敏說，她為此多次提出質詢，要求政府拿出辦法。陳建仁雖表示，民眾可以透過撥打165反詐騙專線通報統一處理，可透過跟平台聯繫來協助下架。但實際上的成效、執行力，還需要觀察一段時間，而陳建仁昨備詢時也回應她，有誠心與決心把打詐工作做好，會在1個月內提出相關配套方案。李貴敏表示，之前她們反映民眾抱怨詐騙廣告在Google和Meta流傳後，金管會在內的政府部會的確去和Google和Meta協調，也有一定的溝通。但其他社群平台會配合嗎？是不是也要繼續溝通？政府是不是該積極主動一點？不要立委或民眾推一下才動一動？,chinatimes
41,https://www.chinatimes.com/realtimenews/20230401001930-260407,政治,北市未申請改善「行人地獄」經費 蔣萬安怒了：請各局處積極,2023-04-01 13:28:00,台灣為洗刷「行人地獄」惡名，中央跨部會推出多項改善措施，並提供前瞻基礎建設計畫98億，補助地方政府來落實無障礙的人行環境，不過申請補助即將在4月7日截止，北市工務局卻遲遲未提出申請。台北市副市長李四川昨在交通會報中質疑「有錢為什麼不去申請」；市長蔣萬安也要求各局處注意，積極申請相關經費。中央的補助，包括校園周邊暨道路行車安全改善計畫，補助50億，另一個是前瞻基礎建設計畫，其中針對提升道路品質今年補助98億元，用以補助地方政府來落實無障礙的人行環境。北市交通局針對校園周邊道路改善計畫，申請了5千多萬，但工務局尚未針對前瞻基礎建設計畫提出申請，李四川甚至在交通會報中一度說出「都沒有告訴我」。李四川表示，現在北市路平預算才20億，現在既然有機會，有錢為什麼不去申請？所以跟市長建議在兩周內請工務局提出提升道路品質計畫向中央申請。他要求5日連假放完，6日就要提出申請。蔣萬安在會中難得語氣嚴肅指出，中央會有很多相關補助計畫，並舉例上個月他知道經濟部提振商圈，就請產發局規畫提出，所以各局處一定要了解中央計畫，即刻掌握，北市都要提出申請補助，「我不管過去作法，至少我們一定要提出」，積極申請相關經費，再三請各局處注意。,chinatimes
42,https://www.chinatimes.com/realtimenews/20230401001951-260407,政治,台瓜簽署基本合作協定 蔡英文：盼共創雙贏,2023-04-01 13:15:00,蔡英文總統當地時間31日晚間赴瓜地馬拉文化宮，與瓜國總統賈麥岱進行會談，並見證兩國簽署「台瓜基本合作協定」，蔡英文表示，該協定為雙方技術合作交流，開創更多元、嶄新的面貌。期盼台瓜在堅實的合作基礎上，持續攜手努力，創造雙贏發展。蔡英文搭乘的專機在今天下午2點抵達瓜京空軍基地，在與僑界及技術團成員茶敘後，前往文化宮接受賈麥岱總統的軍禮歡迎。今天正逢瓜國「聖周」的「沈痛周五」，瓜方表示，當日依慣例，瓜國學生會赴文化宮廣場蒙面聚眾示威，因此建議我訪團座車改道自文化宮北門進入，周邊也布滿武裝軍警。原訂傍晚5點50分舉行的軍禮，顧及到該時段可能塞車，延到6點20分才舉行。蔡英文與賈麥岱在隆重的軍禮後，進行兩國元首閉門會談，並見證兩國外長簽署「台瓜基本合作協定」，賈麥岱並贈勳蔡英文「金質五火山大十字勳章」，兩人隨後發表公開談話。蔡英文首先對墨西哥移民拘留中心大火釀成慘重傷亡表達哀悼表示，在她來到瓜地馬拉之前，得知墨西哥移民中心火災意外事件，感到十分沉重不捨。「在這裡，我要向受難者和家屬，表達最深的哀悼」。她說，今天再次訪問瓜地馬拉，她也要代表中華民國政府和人民，向賈麥岱所有的瓜地馬拉好朋友，致上誠摯的問候。上一次，她來瓜地馬拉訪問，是2017年。今天，當飛機緩緩降落時，看到記憶中壯麗的火山和湖泊，美景依舊，讓人很懷念。蔡英文指出，過去幾年來，台灣和瓜地馬拉，也都有許多的進步和改變。我們看到，瓜地馬拉在賈麥岱總統的領導下，越來越繁榮發展。當全球經濟受到疫情衝擊，蔡英文說，2021年瓜地馬拉的經濟成長了百分之7.5％；上個月，「惠譽國際」更將瓜地馬拉，評為中美洲經濟復甦最快的國家，令人欽佩。蔡英文強調，瓜地馬拉是台灣堅實的友邦，這幾年來，我們兩國在醫衛、經貿、以及基礎建設等領域，持續深化合作。她和賈麥岱也共同見證，兩國簽署「台瓜基本合作協定」，為雙方技術合作交流，開創更多元、嶄新的面貌。不僅如此，她說，在疫情期間，我們兩國相互合作，僅用短短18個月的時間，完成設計、興建齊瑪德南戈公立醫院，並且落成啟用。在過程中，也為瓜地馬拉帶來經濟成長和就業機會。蔡英文指出，台灣和瓜地馬拉是共享自由、人權等價值的民主夥伴。我們看到，賈麥岱總統多次公開向國際社會，表達支持烏克蘭，甚至親赴烏克蘭前線，以具體行動展現追求國際和平的理念。她表示，去年，當中國對台灣進行軍演，瓜地馬拉在第一時間挺身而出，為台灣仗義執言。在各個國際場合，賈麥岱總統也透過致函、發言等多種方式，支持台灣的國際參與。過去，賈麥岱曾用一段話，形容台灣和瓜地馬拉的關係表示，「所謂友誼，就是不離不棄，同甘共苦」。蔡英文說，對於這段話，她深有同感。能在困難中互相伸出援手，就是真正的朋友。「賈麥岱總統對台灣的情誼，令我們非常感動，也非常感謝瓜地馬拉對台灣的支持」。,chinatimes
43,https://www.chinatimes.com/realtimenews/20230401001979-260407,政治,立陶宛爵士市長訪高雄 陳其邁拜師學唱歌,2023-04-01 13:18:00,立陶宛2位市長3月31日參加高雄「智慧城市論壇」並拜會高雄市長陳其邁，克萊佩達市長古勞斯卡還在衛武營音樂廳秀一手小號。陳其邁1日表示，感謝立陶宛力挺台灣，希望能跟他們締結姊妹市，也希望拜古勞斯卡為歌唱老師。去年，立陶宛交通及通訊部政務次長愛格涅政務曾來高雄拜訪，昨日該國克萊佩達市（Klaipeda）市長古勞斯卡（Vytautas Grubliauskas）、約納瓦市（Jonava）市長辛可威斯（Mindaugas Sinkevičius）也抵達高雄參加智慧城市論壇，並與陳其邁交流經貿、智慧城市、文化藝術等議題。古勞斯卡是一位爵士樂歌手，昨在衛武營音樂廳親自獻唱名曲「What a wonderful world」還拿起小號獻技。陳其邁稱讚他非常健談，可以當他的音樂老師，唱歌的話也想拜他為師。陳其邁強調，立陶宛過去在各式各樣國際場合，包括代表處的命名，都給台灣最大的支持，由衷表達感謝。,chinatimes
44,https://www.chinatimes.com/realtimenews/20230401001992-260407,政治,柯文哲不滿民進黨過河拆橋 陳其邁：高雄沒那麼多政治味,2023-04-01 13:23:00,台灣民眾黨黨主席柯文哲日前砲轟民進黨2016年利用他後，就過河拆橋把他「幹掉」，1日特地來高雄與民眾野餐，高雄市長陳其邁對此表示，高雄沒有那麼多政治味，來這裡比較輕鬆，祝他有一個愉快的高雄假期。柯文哲今天下午2點將親自參加中正高中對面的中正公園「民眾親子野餐會」活動，2小時的活動時間，將與民眾面對面閒話家常。台灣民眾黨YouTube頻道「民眾之聲」3月31日上傳一段柯文哲在黨內共識營的演講片段，批評民進黨利用自己拿到2016年政權後就過河拆橋，痛批民進黨達到政治目的之後就把他幹掉，引發熱議。,chinatimes
45,https://www.chinatimes.com/realtimenews/20230401002058-260407,政治,花蓮礦石稅7訴願案全敗 議長痛批債留子孫,2023-04-01 13:42:00,花蓮縣府將徵收礦石稅調漲到70元，有水泥業者以違反租稅法律原則、比例原則及平等原則，向法院提起7件訴願案，縣府都敗訴。2年前在議會程序委員會堅決退回礦石稅的議長張峻說「子子孫孫要拿甚麼來還？」認為當初顧慮與憂心是正確的，花蓮縣議會將在第20屆定期大會時，要求縣長徐榛蔚說清楚，講明白，說明後續處理方案。花蓮縣府從2009年起訂定《花蓮縣礦石開採特別稅自治條例》，課徵稅額每公噸4元、5.2元逐漸增加到10元，2016年提前廢止未施行期滿10元舊法，另制定新法調到100元，經第18屆議會審議後以70元通過。福安礦業認為漲幅達到7倍過大，以違反租稅法律原則、比例原則及平等原則提7件訴願。最高行政法院判決，2017年及2019年地方稅務局核定2億5282萬1030元的稅金，需重新計算稅金。張峻發文指出，縣府始終無法清楚交代礦石稅收的具體預算支出，他深知不合法的礦石稅將帶給花蓮財政災難，他當時一句「債留子孫」的話，今日果然應驗。如果其他業者也一起向縣府要求，比照勝訴業者的處置方式，恐怕花蓮的子子孫孫都將負債累累。張峻說，縣府7件敗訴定讞，要退回業者稅額及利息，縣政府如何支付？是丟給下一任縣長？還是讓全體縣民買單？現在要去哪裡找錢支付勝訴業者？花蓮縣議會將在第20屆第一次定期大會時要求徐縣長說清楚，講明白，以及後續處理方案。,chinatimes
46,https://www.chinatimes.com/realtimenews/20230401002116-260407,政治,曾因私菸案記過！柳惠千任駐英公使 網轟蔡政府糟蹋體制,2023-04-01 14:28:00,總統府昨(31)日發布總統令，任命曾捲入國安私菸案被記過的前總統府副侍衛長、空軍司令部督察長柳惠千少將為駐英國公使。對此，臉書粉專「歷史哥澄清唬」則痛斥蔡政府要糟蹋文官體制到什麼地步？柳惠千曾捲入國安局特勤中心私菸案遭懲處，被記1大過1小過，隨後調任空軍教準部副指揮官，2021年8月接任空軍督察長。外傳軍方內部認為，柳惠千接任駐英公使，算是總統蔡英文對其因私菸案受懲的補償，當時受懲的前總統府侍衛長張捷中將，如今也擔任國防大學副校長。「歷史哥澄清唬」今(1)日則在臉書痛斥，蔡政府要糟蹋文官體制到什麼地步？該粉專直言，一般公務員被記過，就是進冰箱冷凍，短、中期升遷無望，更遑論記大過。私菸案爆發於2019年7月，時任中華民國總統府侍衛官吳宗憲等人在陪同蔡英文「自由民主永續之旅」出訪期間，利用職務之便進行香菸走私，事發後總統府稱此為「超買」，引發批評。,chinatimes
47,https://www.chinatimes.com/realtimenews/20230401002169-260407,政治,台捷加強航太合作 亞航、捷商簽合作協議盼雙贏,2023-04-01 14:08:00,捷克眾議長艾達莫娃（Markéta Pekarová Adamová）上月率政、商、學各界代表團訪台，深化雙方合作。台灣國防產業發展協會今說，亞航與捷克航太研究中心（VZLU）、捷商SPACEKNOW公司分別簽署合作協議及MOU，除協助亞航拓展在衛星、無人機及衛星圖像等業務並邁向國際市場，也將台灣航太產業導入捷克，期能創造雙贏局面。台灣國防產業發展協會今表示，捷克與台灣近年在官方與民間努力下，積極拓展經貿與文化交流，捷克眾議長艾達莫娃於3月25日率團訪台，為台捷實質經貿的交流合作與發展，開啟了新的里程碑。而台灣國防產業發展協會去年7月應捷方邀請訪問，亞航亦隨團與當地廠商進行交流，拓展台灣與捷克在衛星、無人機、航太及衛星圖像等高科技產業之交流管道與機會。協會說，經過半年多的努力，3月30日在捷台商會會長Pavel Diviš先生、捷克航太產業協會代表Martina Tauberová女士及台灣國防產業協會代表見證下，由董事長盧天麟與捷克航太研究中心(VZLU)董事長卡什帕爾先生簽訂航太產業合作備忘錄，另與捷商SPACEKNOW公司副總經理喬納斯先生簽署合作授權協議，以期在衛星、航空、無人機及衛星圖像等領域，引進新興技術與研發能量，增加未來業務拓展機會。協會指出，捷克航太研究中心是該國國家級航空航太工業研究、開發、創新和測試機構，亞航公司已與捷克航太研究中心簽訂一年期合作備忘錄，未來亞航公司將與捷克航太研究中心在小型衛星設計與開發、無人機設計與認證、衛星地面站台及圖像數據處理等各方面合作，引進捷克與歐盟等關鍵技術，並嘗試將台灣相關航太產業導入捷克，以創造多贏局面。協會說明，捷商SPACEKNOW公司主要提供「衛星偵照圖像分析」技術服務，可依據客戶需求，透過其合作夥伴（如歐洲太空總署ESA、行星實驗室Planet Labs等）獲得世界上最全面的地球觀測圖像後，交由其專業團隊採用人工智慧、機械學習等方法，對圖像進行分析研究，監測與識別衛星圖像中的趨勢、模式和異常，如經濟活動、能源、國土資源、農業及軍事等方面，成果可供各專業決策者在執行重大決策之參考資料。亞航公司已與SPACEKNOW公司簽訂三年期合作授權協議，未來將可針對授權項目提供銷售、修改及售後服務。,chinatimes
48,https://www.chinatimes.com/realtimenews/20230401002220-260407,政治,憂國民黨丟本命區 前立委不忍了喊話這2人：別自相殘殺,2023-04-01 14:33:00,國民黨台北市議員徐巧芯投入第七選區（松山、信義）立委初選，挑戰現任立委費鴻泰，兩人近期因各事件吵得沸沸揚揚，國民黨前立委陳學聖擔憂，如果紛爭不趕快止息，最後可能連國民黨本命區都會丟掉，他呼籲，政治有比權位更重要的價值和情操，國民黨要戰就要去開闢疆土，不然大家都留在本命區自相殘殺，沒有任何意義。陳學聖說，當看到徐巧芯、 費鴻泰兩位優秀的國民黨戰將在黨內初選被取諧音，搭上桃園狒狒事件，變成動物大戰，真的走鐘了，如果「猩狒」大戰不趕快止息，最後1＋1不僅不會大於1，還可能小於1，連國民黨本命區都會丟掉。陳學聖表示，徐巧芯、 費鴻泰他都認識，戰力都破表，都是國民黨的戰將，但不忍他們自相殘殺，刀刀見骨，親痛仇快。陳學聖提及，2020年他要競選立委連任前，已是4任資深立委，而他在的選區中壢，也可算是國民黨的本命區，若他要競選連任，自信應能順利達標。但此時，吳志揚、魯明哲都表達想在中壢參選的意願「坦白說，不管是否現任優先或一己條件，黨內初選是會苦戰，可是我相信仍可以過關」。陳學聖說，當時他問自己，這樣廝殺有意義嗎？魯、吳兩位都很優秀，又在他中壢紮根過程中大力協助，知恩本要圖報，怎可從友變敵、反目對陣？更重要的是，他們三人競爭，不會1＋1＋1變成3，最後還是在立院維持原有1席，沒有任何改變，大家不是白忙一場？而且萬一初選彼此陣營結仇，不團結，又掉了這席，不是因小失大？陳學聖認為，國民黨要戰，就是要去開疆闢土，特別是艱困選區，贏回新的席次，在立院增加戰鬥力。不然大家都留在本命區自相殘殺，席次不變，沒有任何意義，一樣舉手舉輸人家，打架打不過人家，想過的法案過不了，想擋的法案擋不住，留在立院，只是圖個光環，實際上是在浪費生命。,chinatimes
49,https://www.chinatimes.com/realtimenews/20230401002228-260407,政治,今起領6000要小心！政院喊：「3種通知方式」是詐騙 ,2023-04-01 14:40:00,"民眾線上登記「普發現金6000」，各大銀行今（1）日起入帳。行政院擔心有不肖分子趁此機會進行詐騙，特別由行政院長陳建仁和副院長鄭文燦拍攝短片，呼籲民眾在收到通知時要小心謹慎。該短片PO在陳建仁的臉書上，內容為政府不會發簡訊、打電話、EMAIL通知領現金，如果從上述3管道接到通知，陳建仁強調，請盡速撥打165檢舉專線，把製造假訊息的人通通抓起來。另鄭文燦則指出，民眾對於領取6000元現金有任何疑問，都可以打給1988諮詢專線；若對輸入身分證跟健保卡號碼，在個資安全上有疑慮。鄭文燦也強調，相關資料會在領取期限結束後的一個月內刪除。行政院臉書稍早也發布最新貼文，表示考量清明連假，原先預計連假後第一個營業日4/6起陸續入帳，但為了讓民眾及時獲得「政府溫暖的照顧」，經過財政部協調各金融機構，連假期間加班辦理入帳作業。而想知道6,000元何時入帳，行政院也公布2方法：1.刷實體存摺：摘要/備註顯示「行政院發」2.查行動銀行、網路銀行：摘要/備註顯示「行政院發、全民共享發現金或全民共享普發現金」",chinatimes
50,https://www.chinatimes.com/realtimenews/20230401002267-260407,政治,普發6000元提早領！ 鄭文燦：8大行庫、3銀行今入帳,2023-04-01 14:32:00,普發現金6千元提前發放！行政院副院長鄭文燦在台中受訪時表示，公股八大行庫今天撥款入帳，郵局明天撥款入帳，3家民間銀行也宣布今天撥款入帳，至於昨天撥款入帳的王道銀行，主要原因是墊款、登記比較少，僅約8千多人，墊款4900萬元。全民普發6千元先前規畫在4月6日陸續發放，有民眾昨天就提前收到款項。鄭文燦今天在視察台中刑務所受訪時做上述說明。鄭文燦指出，網路登記超過7百萬人，原本是3月31日財金資訊公司會把款項撥到各銀行，各銀行最晚是4月6日開始陸續撥付到民眾登記帳號，因為現在銀行的資訊系統成熟度很高，公股八大行庫今天撥款入帳，郵局明天撥款入帳，3家民間銀行宣布今天撥款入帳。,chinatimes
51,https://www.chinatimes.com/realtimenews/20230401002364-260407,政治,私菸案遭懲軍官反高升駐英國公使 議員批：愚民還是娛民？,2023-04-01 15:17:00,總統府於昨日(31日)發布總統令，任命曾於2019年因空軍一號私菸案遭懲處的空軍少將柳惠千為駐英國公使，柳惠千在今(1)日退伍的同時無縫接軌駐外使節；新北市議員陳偉杰痛批，民進黨政府不管是敗選、醜聞還是遭懲處，反正能幫忙擋槍的人都能升官，在今日愚人節格外諷刺，真不知是愚民還是娛民？陳偉杰指出，以往過去民進黨因敗選而政治酬庸者雖然比比皆是，但畢竟沒有功勞也有苦勞，或是選後為了平衡派系，升官尚屬情有可原，但如今民進黨政府用人再次刷新三觀，就連因走私香菸案遭懲處的將領，退役後還能代表國家的門面出任公使，真可謂千古奇聞。陳偉杰強調，2019年的空軍一號走私香菸案，可說是捉小放大，「走私案」被硬拗成「超買案」，全案最後幾乎由總統府侍衛室一肩扛，被形塑成侍衛室的「團購」行為。如今遭懲處的少將退役卻出任英國公使，形同高升，這讓其它代罪的校尉士官們情何以堪？他痛批，為民進黨政府高層扛責後，卻只能看著別人退役後繼續吃香喝辣，不知這些代罪羔羊們內心作何感想？「相信就算不冤，但一定也很嘔吧」。陳偉杰表示，真不知民進黨政府此次人事布局是為哪樁，難不成希望以一個軍方體系出身的公使出仕英國，藉以期待其發揮軍事長才，能夠有利英國出兵協防台灣？還是退役後給個閒差，藉以堵住走私香菸案背鍋後的嘴？,chinatimes
52,https://www.chinatimes.com/realtimenews/20230401002459-260407,政治,現金6000提前入帳！許淑華爆內情感謝「這群人」,2023-04-01 15:35:00,線上登記入帳、跟直接入帳的民眾，視金融機構的人力調度，今（1）日起將陸續收到全民普發6000元。對此，台北市議員許淑華稍早在臉書發文表示，大家在連假期間多了一個開心好消息。許淑華提到，連假開始，原本預計登記完成的民眾可以在4/6撥付入帳，但因應有民營銀行搶快發出，財政部緊急跨部會協調，讓部分金融機構從4月1日開始，就能陸續收到6000入帳。此外，許淑華還指出，除了8家公股銀行外，民營銀行的中信銀、台新銀、永豐銀、玉山銀今日也都加入搶跑行列，今天就能陸續收到普發現金；另登記帳戶為郵局的民眾，也會從明（2）日起陸續完成撥款，「特別感謝各家金融機構連假期間調度服務 」。,chinatimes
53,https://www.chinatimes.com/realtimenews/20230401002501-260407,政治,怨遭民進黨過河拆橋！2024擬藍白合？柯文哲回應了,2023-04-01 15:29:00,台灣民眾黨主席柯文哲1日南下高雄，到苓雅區中正公園舉辦「民眾親子野餐會」活動，由於2024大選即將到來，各界都相當關注柯文哲動向，對於是否考慮「藍白合」？柯文哲強調，大家都在討論這個話題，但從來沒人跟他提案到底要怎麼合作。而民進黨則在2016利用他勝選後，就把他丟到垃圾桶。媒體問及目前是否考慮「藍白合」？柯文哲無奈表示，每次大家問他這個題目，但總要有相關提案，到底要怎麼合都沒人跟他講過，他也認為，國民黨跟民眾黨2邊的DNA還是差很多，雙方要合作在實際、實務上都有困難，國民黨可能也想說他們自己推派人選就好，為何要找柯文哲。,chinatimes
54,https://www.chinatimes.com/realtimenews/20230401002563-260407,政治,柳惠千因私菸案記過還出任駐英公使 藍議員：民進黨政府愚弄人民,2023-04-01 15:39:00,前總統府副侍衛長柳惠千少將，獲任命擔任駐英國公使引發各界議論，有人認為，柳惠千接任駐英公使，算是蔡英文總統對其因私菸案受懲的補償，但也不同的看法；新北市議員陳偉杰則以「不管敗選、醜聞、懲處 只要能擋槍的都能升官」發表感想，並表示恰逢愚人節格外諷刺。陳偉杰在臉書中指出，於2019年因空軍一號私菸案遭懲處的空軍少將柳惠千出任駐英國公使，這是國軍有史以來第一位退伍後立即轉任政務官的的將領。陳偉杰認為，民進黨政府不管是敗選、醜聞還是遭懲處，反正能幫忙擋槍的人都能升官，在今日愚人節格外諷刺，真不知是愚民還是娛民？陳說，放眼過去的民進黨政治酬庸，因敗選而升官者比比皆是，但畢竟沒有功勞也有苦勞，至少在選舉時還跑了幾圈龍套，或是選後為了平衡派系，升官尚屬情有可原。要不就是在疫情期間忠心護黨、護主有功，即使身攜醜聞卻還依然能接指揮官。如今民進黨政府用人再次刷新三觀，就連因走私香菸案遭懲處的將領，退役後還能代表國家的門面出任公使，真可謂千古奇聞。陳並請大家回憶一下，2019年的空軍一號走私香菸案，根本就是捉小放大，「走私案」被硬拗成「超買案」，全案最後幾乎由總統府侍衛室一肩扛，被形塑成侍衛室的「團購」行為。如今遭懲處的少將退役卻出任英國公使，形同高升，這讓其他代罪的校尉士官們情何以堪？為民進黨政府高層扛責後，卻只能看著別人退役後繼續吃香喝辣，不知這些代罪羔羊們內心作何感想？相信就算不冤，但一定也很嘔吧！陳並指出，話說回來，真不知民進黨政府此次人事布局又是為哪樁，難不成希望以一個軍方體系出身的公使出仕英國，藉以期待其發揮軍事長才，能夠有利英國出兵協防台灣？還是退役後給個閒差，藉以堵住走私香菸案背鍋後的嘴？如今民進黨政府用人早已破壞中華民國文官體制，不管是敗選、醜聞還是懲處，反正能幫民進黨擋槍的都能升官，但在今天四月一日愚人節裡卻娛不了民，只會讓民眾深感民進黨政府在愚弄人民而已。,chinatimes
55,https://www.chinatimes.com/realtimenews/20230401002621-260407,政治,賴清德參加竹北兒藝節上演餵食秀 憶兒時最愛這一味,2023-04-01 15:58:00,副總統賴清德1日中午前往竹北市參加竹北兒藝節，在雨天與小朋友們親切互動，上演恐龍餵食秀。為期3天的竹北兒藝節1日正式展開，賴清德致詞時也表示對現場小朋友們的羨慕，因為他小時候只參加過兒童節，沒有兒童藝術節可參加，還透露他小時候最喜歡吃雞蛋糕。2023竹北兒童藝術節1日至3日在竹北水圳公園登場，今年以森之冒險為主題，推出竹北首次的攀樹體驗，更獨家打造沉浸式的5感光之森林與夜之森林，引領孩子們透過嗅覺、觸覺及味覺探索神秘的森林。活動連續3天邀請FOCA福爾摩沙馬戲團、好玩的劇團、拉縴人合唱團等重磅卡司，帶給孩子們驚奇與歡樂。活動起始當日，副總統賴清德化身探險大隊長為活動揭幕，竹北市長鄭朝方也化身探險隊長親自導覽活動亮點光之森林及夜之森林。賴清德致詞時表示，入場前他也先參觀了周邊設施，特別走訪了夜之森林、光之森林，還有鄭朝方發揮調香專長，走過還可以問到森林、花草甚至月亮的香味。面對台下冒雨參加活動的親子們，賴清德也大表羨慕之意，表示他小時候只有兒童節可以參加，沒有兒童藝術節，他感謝孩子王鄭朝方發揮藝術潛質跟年輕活力，特別幫大家舉辦兒童藝術節。活動現場周圍還有吸睛之處，有大家喜歡品嘗的美食攤位，也有他小時候很喜歡的雞蛋糕。,chinatimes
